-1.188261309518632380e+01,-2.901772298364200253e+00
-1.170714789537495015e+01,-2.708372954615332784e+00
-1.166907855602751276e+01,-2.838546024497164755e+00
-1.158925926021314545e+01,-2.695477257098507273e+00
-1.153695513848465026e+01,-2.888900804627303032e+00
-1.153025498909112123e+01,-2.697309096515188465e+00
-1.152017004226666153e+01,-2.699096823968811343e+00
-1.149731134531266186e+01,-2.489234945874089888e+00
-1.149454006399185779e+01,-2.801520579905900199e+00
-1.148372501335678209e+01,-2.405676217941778106e+00
-1.138303179021671951e+01,-2.190139930753694397e+00
-1.135843204863671119e+01,-2.886640331773902446e+00
-1.120402676171730327e+01,-2.297603941792823345e+00
-1.102030519364198291e+01,-2.171015744358065991e+00
-1.064155029151865861e+01,-2.381967200822933783e+00
-1.054927099190310891e+01,-2.342186775347364414e+00
-1.049436320926825417e+01,-2.297883781709684659e+00
-1.040111834697547266e+01,-2.351440353651739645e+00
-1.039631259128039176e+01,-2.354944103627417906e+00
-1.031875921341878488e+01,-2.651257094516465518e+00
-1.027082511362154804e+01,-2.102115491062336972e+00
-1.022409854505282567e+01,-2.134423273228531759e+00
-9.914439113949535809e+00,-2.666677700549971330e+00
-9.821767507461482083e+00,-2.853171347032831040e+00
-9.651487231038958114e+00,-2.566460972028775878e+00
-9.597539802650922880e+00,-2.822515805105995756e+00
-9.572468105173468800e+00,-2.696195981449167611e+00
-9.553887887649148425e+00,-2.801280520926213047e+00
-9.494327817192472097e+00,-2.640496795852641299e+00
-9.492651443362554176e+00,-2.641024223050866038e+00
-9.448879731299298257e+00,-2.955683957919190252e+00
-9.240621470892371292e+00,-3.231976583855589169e+00
-9.061703600949172710e+00,-3.390248607293089300e+00
-9.043139353276668402e+00,-2.963307617756617329e+00
-9.031807026143898298e+00,-3.330248536975934925e+00
-8.995085969670777004e+00,-3.216479874878483969e+00
-8.904500428763961750e+00,-3.287733902621359672e+00
-8.776842558628667135e+00,-3.247107751017372035e+00
-8.705053439890196643e+00,-3.657949533309226453e+00
-8.698297341371166169e+00,-3.235976441200894005e+00
-8.613148394438743694e+00,-3.204576109201845213e+00
-8.577493207860026558e+00,-3.305049165543817669e+00
-8.545426216284655041e+00,-3.396130779463895522e+00
-8.416167814773839240e+00,-3.351462129371050480e+00
-8.378806016415570213e+00,-3.299244485879554212e+00
