1.223171571996300305e-02,1.056219614732819556e+00
5.738248889234535133e-01,-7.455342610722447139e-02
6.155379162029249729e-01,2.028356834135154885e-01
-3.310657569931883537e-01,9.365014928330320787e-01
9.828625988189580998e-01,4.195248650888523390e-01
1.003508398864445983e+00,4.361980134501280970e-01
6.148911227356413933e-01,7.268067372256411529e-01
7.878760301129233978e-01,6.784349572199946943e-01
-6.888011001570892855e-01,-7.786978927177449217e-01
-4.068378314838806964e-01,8.593946269954173545e-01
-1.937460909031436807e-01,5.353660464513015915e-01
-9.837489469248709151e-01,9.423912958011654295e-02
8.566708584931477521e-02,1.005233746475027612e+00
-6.179165928137990704e-01,-8.568815751298206607e-01
3.617036135205347613e-01,9.105098540170467603e-01
-2.882961742920478465e-01,-4.910844218305879805e-01
-9.631891071010277861e-01,1.403389490976748033e-01
5.533263437167401655e-01,-2.859277387757608313e-01
-5.532367016933539272e-01,-4.571422549682005454e-02
-5.516637213326013311e-01,5.546356248020141433e-02
-4.798830805982773895e-01,4.139296593771793487e-01
7.939040182698135772e-02,-5.927351565363144781e-01
3.673687693439791624e-01,8.596826348158358444e-01
1.007920855331228882e+00,-3.621809734759734445e-01
1.753784252355967410e-01,9.986629836555592776e-01
-7.267653342068958189e-01,-5.575334544866463737e-01
-8.112518771213301783e-01,6.058091083149274025e-01
8.526235674995211733e-01,7.702539130938850231e-01
-6.183162157779066304e-01,1.953248429499020999e-01
8.736344217024477610e-01,5.278863909489748263e-01
-2.744426046514533701e-01,-9.943835891357417633e-01
5.850331162648086947e-01,-7.606906326808542396e-01
4.831935798367447688e-01,9.418064071172264073e-01
6.075652009913711238e-01,-8.480844627744538178e-01
6.231127604354902427e-01,-4.953417373272497176e-02
-9.482643501292038479e-01,-1.367867685023449187e-01
-3.903174215190446383e-01,4.675291519895019565e-01
1.000805705861348427e+00,-2.973889228906055615e-02
-3.371079296524895907e-01,9.474746772841138309e-01
3.531474907575896105e-03,6.063722587740023595e-01
7.324852671120807290e-01,-5.991901757850410792e-01
1.002902580319583015e+00,9.746334816242380183e-02
5.151640289814900520e-01,3.320678426428588237e-01
1.016448807934073884e+00,-1.319900940085872582e-02
